"Site","Plot.ID","unique.ID","Acanthochitona.fascicularis","Accedomoera.vagor","Acteocina.canaliculata","Alaba.picta","Alia.aurantiaca","Alia.carinata","Allorchestes.angusta","Alpheus.californiensis","Alpheus.normanni","Americorophium.brevis","Ampelisca.agassizi","Ampelisca.macrocephala","Amphilochus.brunneus","Ampithoe.lacertosa","Ampithoe.longimana","Ampithoe.plumulosa","Ampithoe.sectimana","Ampithoe.valida","Anatanais.pseudonormani","Aora.gracilis","Aoroides.columbiae","Aoroides.curvipes","Apherusa.cirrus","Apolochus.barnardi","Apolochus.picadurus","Argopecten.irradians","Assiminea.californica","Astyris.lunata","Bemlos.macromanus","Bittiolum.alternatum","Bittiolum.varium","Bittium.reticulatum","Boonea.seminuda","Calliopius.laeviusculus","Caprella.californica","Caprella.carinata","Caprella.equilibra","Caprella.incisa","Caprella.japonica","Caprella.kroyeri","Caprella.laeviuscula","Caprella.mutica","Caprella.penantis","Caprella.scaura","Cerapus.nudus","Cerithium.vulgatum","Corophium.volutator","Crassicorophium.bonellii","Crepidula.convexa","Crepidula.fornicata","Crepidula.norrisiarum","Cymadusa.compta","Cymodoce.japonica","Cymodoce.truncata","Dexamine.spinosa","Dexamine.thea","Diaphana.minuta","Dulichiella.appendiculata","Echinogammarus.marinus","Edotia.triloba","Elasmopus.levis","Elasmopus.rapax","Eobrolgus.spinosus","Eogammarus.confervicolus","Eogammarus.possjeticus","Epitonium.multistriatum","Erichsonella.attenuata","Erichsonella.crenulata","Erichsonella.filiformis","Ericthonius.difformis","Ericthonius.punctatus","Gammaropsis.nitida","Gammarus.lawrencianus","Gammarus.locusta","Gammarus.mucronatus","Gammarus.oceanicus","Gammarus.salinus","Gammarus.tigrinus","Gibbula.adansonii","Gibbula.cineraria","Gibbula.magus","Gibbula.pennanti","Gibbula.umbilicalis","Gnorimosphaeroma.oregonensis","Gnorimosphaeroma.rayi","Grandidierella.japonica","Haminoea.vesicula","Heptacarpus.brevirostris","Heptacarpus.paludicola","Heptacarpus.pandaloides","Heptacarpus.sitchensis","Heteroserolis.carinata","Hippolyte.californiensis","Hippolyte.clarki","Hippolyte.leptocerus","Hippolyte.pleuracantha","Hippolyte.varians","Hippolyte.zostericola","Hyalella.azteca","Hydrobia.acuta","Idotea.balthica","Idotea.chelipes","Idotea.fewkesi","Idotea.ochotensis","Idotea.phosphorea","Idotea.rufescens","Ilyanassa.obsoleta","Ischyrocerus.anguipes","Jaera.(Jaera).albifrons","Jujubinus.striatus","Lacuna.decorata","Lacuna.marmorata","Lacuna.parva","Lacuna.porrecta","Lacuna.turrita","Lacuna.uchidai","Lacuna.unifasciata","Lacuna.vincta","Lekanesphaera.hookeri","Lepidochitona.cinerea","Leptocheirus.pinguis","Leptocheirus.plumulosus","Leptochelia.dubia","Leptochelia.savignyi","Leptochiton.asellus","Liocarcinus.navigator","Littorina.fabalis","Littorina.littorea","Littorina.obtusata","Littorina.saxatilis","Longchaeus.suturalis","Lottia.pelta","Melita.palmata","Mesokalliapseudes.crassus.","Metacaprella.anomala","Microdeutopus.gryllotalpa","Microprotopus.raneyi","Mitrella.tuberosa","Monocorophium.acherusicum","Monocorophium.insidiosum","Monocorophium.uenoi","Myosotella.myosotis","Nereis.pelagica","Ocinebrina.aciculata","Paracaprella.tenuis","Paracerceis.cordata","Paracerceis.sculpta","Paradexamine.barnardi","Parallorchestes.cowani","Paranthura.elegans","Patella.pellucida","Pentidotea.kirchanskii","Pentidotea.resecata","Pentidotea.schmitti","Peringia.ulvae","Phorcus.lineatus","Photis.brevipes","Phtisica.marina","Phyllaplysia.taylori","Platynereis.bicanaliculata","Platynereis.dumerilii","Pleustes.(Pleustes).panoplus","Podocerus.brasiliensis","Podocerus.fulanus","Pontogeneia.rostrata","Praunus.flexuosus","Protohyale.(Protohyale).frequens","Ptilohyale.plumulosus","Puncturella.galeata","Pusillina.lineolata","Pusillina.sarsii","Pyrgocythara.plicosa","Radix.labiata","Rissoa.lilacina","Rissoa.membranacea","Rissoa.parva","Rissoa.ventricosa","Rissoella.diaphana","Seila.adamsi","Sinocorophium.alienense","Sinocorophium.heteroceratum ","Siphonacmea.oblongata","Sphaeroma.quadridentatum","Stenothoe.minuta","Stenothoe.valida","Sunamphitoe.pelagica.","Syniscia.hectica","Talassia.tenuisculpta","Tanais.dulongii","Tectura.depicta","Tegula.aureotincta","Testudinalia.testudinalis","Theodoxus.fluviatilis","Tricolia.tenuis","Turritella.communis","Unciola.irrorata","Zeuxo.normani","NA"
"BB.A",11,"BB.A.1.11",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BB.A",12,"BB.A.1.12",0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BB.A",13,"BB.A.1.13",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"BB.A",14,"BB.A.1.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BB.A",15,"BB.A.1.15",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BB.A",16,"BB.A.1.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BB.A",17,"BB.A.1.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BB.A",18,"BB.A.1.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BB.A",19,"BB.A.1.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BB.A",20,"BB.A.1.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BB.B",1,"BB.B.1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BB.B",2,"BB.B.1.2",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
