"unique_plot_ID","Site","Plot.ID","Treatment","Deterrent","Nutrients","Acanthochitona fascicularis.Bmass.per.g","Adamnestia sp..Bmass.per.g","Alia carinata.Bmass.per.g","Alia tuberosa.Bmass.per.g","Alvania compacta.Bmass.per.g","Alvania concinna.Bmass.per.g","Alvania spp..Bmass.per.g","amphiD.Bmass.per.g","Amphilochidae.Bmass.per.g","Amphilochus brunneus.Bmass.per.g","Ampithoe.Bmass.per.g","Ampithoe lacertosa.Bmass.per.g","Ampithoe longimana.Bmass.per.g","Ampithoe rubricata.Bmass.per.g","Ampithoe sectimanus.Bmass.per.g","Ampithoe valida.Bmass.per.g","Anachis avara.Bmass.per.g","Aoridae.Bmass.per.g","Aoroides columbiae.Bmass.per.g","Aoroides curvipes.Bmass.per.g","Apherusa cf. ovalipes.Bmass.per.g","Apherusa chiereghinii.Bmass.per.g","Aplysia fasciata cf..Bmass.per.g","Assiminea californica.Bmass.per.g","Barleeia angustata.Bmass.per.g","Batillaria cumingii.Bmass.per.g","Bittium reticulatum.Bmass.per.g","Bittium varium.Bmass.per.g","Bulla gouldiana.Bmass.per.g","Bulla striata .Bmass.per.g","Calliopius laeviusculus.Bmass.per.g","Caprella californica.Bmass.per.g","Caprella equilibra.Bmass.per.g","Caprella kroyeri.Bmass.per.g","Caprella penantis.Bmass.per.g","Caprella spp..Bmass.per.g","Cerithiopsis greenii.Bmass.per.g","Cerithium sp..Bmass.per.g","Cerithium vulgatum.Bmass.per.g","Chironomid larvae sp..Bmass.per.g","Chironomid pupa.Bmass.per.g","Chironomidae.Bmass.per.g","Columbella rustica.Bmass.per.g","Conus mediterraneus.Bmass.per.g","Cymadusa compta.Bmass.per.g","Cymodoce japonica.Bmass.per.g","Cymodoce truncata.Bmass.per.g","Deutella sp..Bmass.per.g","Dexamine spinosa.Bmass.per.g","Dexaminidae.Bmass.per.g","Dulichiella appendiculata.Bmass.per.g","dummy.x.Bmass.per.g","Edotea triloba.Bmass.per.g","Elasmopus levis.Bmass.per.g","Eogammarus confervicolus.Bmass.per.g","Eophliantidae.Bmass.per.g","Erichsonella attenuata.Bmass.per.g","Ericthonius punctatus.Bmass.per.g","Eusiroidea.Bmass.per.g","Exogone gemmifera.Bmass.per.g","Exosphaeroma oregonensis.Bmass.per.g","Gammarella fucicola.Bmass.per.g","Gammarid unknown  #1.Bmass.per.g","Gammarus annulatus.Bmass.per.g","Gammarus cf. locusta.Bmass.per.g","Gammarus duebeni.Bmass.per.g","Gammarus lawrencianus.Bmass.per.g","Gammarus mucronatus.Bmass.per.g","Gammarus oceanicus.Bmass.per.g","Gammarus salinus.Bmass.per.g","Gammarus setosus.Bmass.per.g","Gammarus sp..Bmass.per.g","Gammarus tigrinus.Bmass.per.g","Gastropoda juv..Bmass.per.g","Gibbula umbilicaris.Bmass.per.g","Grandidierella japonica.Bmass.per.g","Haminoea.Bmass.per.g","Hippolyte californiensis.Bmass.per.g","Hippolyte longirostris.Bmass.per.g","Hippolyte sp..Bmass.per.g","Hippolyte varians.Bmass.per.g","Holotelson tuberculatus.Bmass.per.g","Hourstonius vilordes.Bmass.per.g","Hyalidae.Bmass.per.g","Hydrobia spp..Bmass.per.g","Hydrobia ulvae.Bmass.per.g","Idotea balthica.Bmass.per.g","Idotea hectica.Bmass.per.g","Idotea resecata.Bmass.per.g","Idotea rufescens.Bmass.per.g","Idotea wosnesenskii.Bmass.per.g","Iphimedia rickettsi.Bmass.per.g","Ischyroceridae.Bmass.per.g","Jaera albifrons.Bmass.per.g","Jaera marina.Bmass.per.g","Jujubinus striatus.Bmass.per.g","Lacuna marmorata.Bmass.per.g","Lacuna turrita.Bmass.per.g","Lacuna vincta.Bmass.per.g","Lembos websteri.Bmass.per.g","Lepidochitona cinerea.Bmass.per.g","Liocarcinus navigator.Bmass.per.g","Littorina littorea.Bmass.per.g","Littorina obtusata.Bmass.per.g","Littorina saxatilis.Bmass.per.g","Lottia pelta.Bmass.per.g","Lysianassidae.Bmass.per.g","Margarites.Bmass.per.g","Megamoera dentata.Bmass.per.g","Melita shimizui.Bmass.per.g","Microdeutopus anomalus.Bmass.per.g","Microdeutopus gryllotalpa.Bmass.per.g","Microprotopus raneyi.Bmass.per.g","Mopalia sp..Bmass.per.g","Munna sp..Bmass.per.g","Notoacmea depicta.Bmass.per.g","Osilinus lineatus.Bmass.per.g","oth4.Bmass.per.g","Palaemon adspersus.Bmass.per.g","Palaemon serratus.Bmass.per.g","Palaemonetes pugio.Bmass.per.g","Palaemonetes vulgaris.Bmass.per.g","Paracaprella tenuis.Bmass.per.g","Paracerceis caudata.Bmass.per.g","Paracerceis cordata.Bmass.per.g","Paracerceis sculpta.Bmass.per.g","Paradexamine barnardi.Bmass.per.g","Photis brevipes.Bmass.per.g","Phyllaplysia taylori.Bmass.per.g","Platynereis dumerilii.Bmass.per.g","Pleustidae.Bmass.per.g","Pleusymtes glaber.Bmass.per.g","Podoceridae.Bmass.per.g","Podoceropsis nitida.Bmass.per.g","Pontogeneia rostrata.Bmass.per.g","Rissoa (red stout).Bmass.per.g","Rissoa lilacina.Bmass.per.g","Rissoa membranacea.Bmass.per.g","Rissoa parva.Bmass.per.g","Rissoa/Pussillina spp..Bmass.per.g","Siphonacmaea oblongata.Bmass.per.g","Theodoxus fluviatilis.Bmass.per.g","UnID Turreted Rissoids.Bmass.per.g","Unk gammaridean amphipod.Bmass.per.g","Unknown 1 Chiton.Bmass.per.g","Zeuxo sp..Bmass.per.g"
"AK_64","AK",64,"D+N+","D+","N+",0,0,0,0,0.0175113458928597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AK_65","AK",65,"D-N+","D-","N+",0,0,0,0,0.038063820338768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AK_66","AK",66,"D+N+","D+","N+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044606174433619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AK_68","AK",68,"D-N-","D-","N-",0,0,0,0,0.00584015495877824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147950592289049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223872606753166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AK_69","AK",69,"D+N+","D+","N+",0,0,0,0,0.0692374707689486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AK_70","AK",70,"D-N+","D-","N+",0,0,0,0,0.0676939520798076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AK_73","AK",73,"D+N+","D+","N+",0,0,0,0,0.0119798377071043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AK_74","AK",74,"D+N-","D+","N-",0,0,0,0,0.00704600256787649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402013590956064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00594995772398459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AK_75","AK",75,"D-N-","D-","N-",0,0,0,0,0.0161004669135405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AK_76","AK",76,"D+N-","D+","N-",0,0,0,0,0.0559664343621106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AK_77","AK",77,"D+N-","D+","N-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AK_78","AK",78,"D-N-","D-","N-",0,0,0,0,0.203367113882849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194477495589382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019557160245627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AK_79","AK",79,"D+N-","D+","N-",0,0,0,0,0,0,0,0,0,0,0,0.0121499046860926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AK_80","AK",80,"D+N-","D+","N-",0,0,0,0,0.159346219370044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183171297185823,0,0,0,0,0,0.263100590503273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AK_81","AK",81,"D-N-","D-","N-",0,0,0,0,0,0,0,0,0,0,0,0.00274962311200448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
