sample.id,month,date,year,location,inshore.offshore,replicate,taxon.code,species.name.field,species.name.revised,group,8,5.6,4,2.8,2,1.4,1,0.71,0.5,notes,
1,11,19,2001,Goodwin's,Offshore,A2,205,Corophium,Corophium sp.,Crustacean,0,0,1,0,0,0,5,2,1,,
1,11,19,2001,Goodwin's,Offshore,A2,208,Caprella penantis,Caprella penantis,Caprellid,0,53,31,38,0,57,22,26,10,,
1,11,19,2001,Goodwin's,Offshore,A2,209,Edotea triloba,Edotia triloba,Crustacean,0,1,0,0,0,8,8,8,0,,
1,11,19,2001,Goodwin's,Offshore,A2,210,Elasmopus levis,Elasmopus levis,Crustacean,0,1,0,0,0,14,18,19,1,,
1,11,19,2001,Goodwin's,Offshore,A2,212,Caprella equilibria,Caprella equilibra,Caprellid,0,0,0,2,0,0,11,1,0,,
1,11,19,2001,Goodwin's,Offshore,A2,213,Paracaprella tenuis,Paracaprella tenuis,Caprellid,0,0,3,1,0,0,3,4,0,,
1,11,19,2001,Goodwin's,Offshore,B1,53,Bittium,Bittiolum varium,Mollusc,0,0,0,0,3,7,6,7,1,,
1,11,19,2001,Goodwin's,Offshore,B1,54,Odostomia bisuturalis,Boonea bisuturalis,Mollusc,0,0,0,0,0,0,3,0,0,,
1,11,19,2001,Goodwin's,Offshore,B1,56,Triphora,Triphora sp.,Mollusc,0,0,0,0,0,0,3,0,0,,
1,11,19,2001,Goodwin's,Offshore,B1,200,Ampithoe longimana,Ampithoe longimana,Crustacean,0,0,3,1,2,7,13,1,0,,
1,11,19,2001,Goodwin's,Offshore,B1,202,Erichsonella attenuata,Erichsonella attenuata,Crustacean,0,4,8,3,1,0,2,0,0,,
1,11,19,2001,Goodwin's,Offshore,B1,203,Gammarus mucronatus,Gammarus mucronatus,Crustacean,0,0,0,0,0,1,0,0,0,,
1,11,19,2001,Goodwin's,Offshore,B1,204,Idotea balthica,Idotea balthica,Crustacean,0,1,1,2,0,1,0,0,0,,
1,11,19,2001,Goodwin's,Offshore,B1,207,Ampelisca,Ampelisca sp.,Crustacean,0,0,0,0,0,0,1,0,0,,
1,11,19,2001,Goodwin's,Offshore,B1,208,Caprella penantis,Caprella penantis,Caprellid,0,26,67,94,66,62,49,49,14,,
1,11,19,2001,Goodwin's,Offshore,B1,209,Edotea triloba,Edotia triloba,Crustacean,0,0,0,1,0,1,7,10,3,,
1,11,19,2001,Goodwin's,Offshore,B1,210,Elasmopus levis,Elasmopus levis,Crustacean,0,0,0,0,2,18,27,18,10,,
1,11,19,2001,Goodwin's,Offshore,B1,213,Paracaprella tenuis,Paracaprella tenuis,Caprellid,0,0,3,0,0,1,0,1,2,,
1,11,19,2001,Goodwin's,Offshore,B1,214,Paracaprella tenuis,Paracaprella tenuis,Caprellid,0,0,0,0,0,1,0,0,0,,
1,11,19,2001,Goodwin's,Offshore,B2,6,Nereis sp,Nereis sp.,Polychaete,0,4,0,1,3,1,6,1,1,,
1,11,19,2001,Goodwin's,Offshore,B2,47,Callinectes sapidus,Callinectes sapidus,Crustacean,0,1,0,0,0,0,0,0,0,,
1,11,19,2001,Goodwin's,Offshore,B2,200,Ampithoe longimana,Ampithoe longimana,Crustacean,0,0,0,0,0,7,9,1,1,,
1,11,19,2001,Goodwin's,Offshore,B2,202,Erichsonella attenuata,Erichsonella attenuata,Crustacean,0,5,1,3,1,1,4,0,0,,
1,11,19,2001,Goodwin's,Offshore,B2,204,Idotea balthica,Idotea balthica,Crustacean,0,1,1,0,3,1,0,0,0,,
1,11,19,2001,Goodwin's,Offshore,B2,208,Caprella penantis,Caprella penantis,Caprellid,0,37,8,14,64,57,41,21,1,,
1,11,19,2001,Goodwin's,Offshore,B2,209,Edotea triloba,Edotia triloba,Crustacean,0,1,0,0,0,3,5,1,0,,
1,11,19,2001,Goodwin's,Offshore,B2,210,Elasmopus levis,Elasmopus levis,Crustacean,0,0,0,0,4,8,23,17,3,,
1,11,19,2001,Goodwin's,Offshore,B2,212,Caprella equilibria,Caprella equilibra,Caprellid,0,5,1,1,0,0,20,9,9,,
1,11,19,2001,Goodwin's,Offshore,B2,213,Paracaprella tenuis,Paracaprella tenuis,Caprellid,0,0,0,0,4,13,16,19,5,,
1,11,19,2001,Goodwin's,Offshore,B2,402,Palaemonetes sp.,Palaemonetes sp.,Crustacean,0,0,1,1,0,0,0,0,0,,
1,11,19,2001,Goodwin's,Offshore,B3,6,Nereis sp,Nereis sp.,Polychaete,0,2,0,1,0,4,0,0,0,,
1,11,19,2001,Goodwin's,Offshore,B3,200,Ampithoe longimana,Ampithoe longimana,Crustacean,0,1,0,0,0,2,3,3,3,,
1,11,19,2001,Goodwin's,Offshore,B3,202,Erichsonella attenuata,Erichsonella attenuata,Crustacean,0,1,1,1,0,1,1,0,0,,
1,11,19,2001,Goodwin's,Offshore,B3,203,Gammarus mucronatus,Gammarus mucronatus,Crustacean,0,0,0,0,0,1,1,0,4,,
1,11,19,2001,Goodwin's,Offshore,B3,204,Idotea balthica,Idotea balthica,Crustacean,0,1,0,0,1,0,0,1,0,,
1,11,19,2001,Goodwin's,Offshore,B3,205,Corophium,Corophium sp.,Crustacean,0,0,0,0,0,0,0,1,0,,
1,11,19,2001,Goodwin's,Offshore,B3,207,Ampelisca,Ampelisca sp.,Crustacean,0,0,0,0,1,1,1,0,0,,
1,11,19,2001,Goodwin's,Offshore,B3,208,Caprella penantis,Caprella penantis,Caprellid,0,54,6,16,25,23,27,27,7,,
1,11,19,2001,Goodwin's,Offshore,B3,209,Edotea triloba,Edotia triloba,Crustacean,0,2,0,0,1,5,6,12,1,,
1,11,19,2001,Goodwin's,Offshore,B3,210,Elasmopus levis,Elasmopus levis,Crustacean,0,0,0,0,1,6,12,15,2,,
1,11,19,2001,Goodwin's,Offshore,B3,212,Caprella equilibria,Caprella equilibra,Caprellid,0,1,1,0,3,3,3,6,8,,
1,11,19,2001,Goodwin's,Offshore,B3,213,Paracaprella tenuis,Paracaprella tenuis,Caprellid,0,1,0,0,2,3,5,21,2,,
1,11,19,2001,Goodwin's,Offshore,B3,214,Paracaprella tenuis,Paracaprella tenuis,Caprellid,0,0,0,0,0,0,2,1,0,,
1,11,19,2001,Goodwin's,Offshore,C1,53,Bittium,Bittiolum varium,Mollusc,0,0,0,0,0,2,9,5,0,,
1,11,19,2001,Goodwin's,Offshore,C1,54,Odostomia bisuturalis,Boonea bisuturalis,Mollusc,0,0,0,0,0,0,1,0,0,,
1,11,19,2001,Goodwin's,Offshore,C1,200,Ampithoe longimana,Ampithoe longimana,Crustacean,0,0,0,0,4,4,7,1,8,,
1,11,19,2001,Goodwin's,Offshore,C1,202,Erichsonella attenuata,Erichsonella attenuata,Crustacean,0,2,1,1,0,0,1,0,0,,
1,11,19,2001,Goodwin's,Offshore,C1,204,Idotea balthica,Idotea balthica,Crustacean,0,0,2,0,0,1,0,0,0,,
1,11,19,2001,Goodwin's,Offshore,C1,205,Corophium,Corophium sp.,Crustacean,0,0,0,0,0,0,0,3,0,,
1,11,19,2001,Goodwin's,Offshore,C1,206,Ampithoe valida,Ampithoe valida,Crustacean,0,0,0,0,139,0,0,0,0,,
1,11,19,2001,Goodwin's,Offshore,C1,207,Ampelisca,Ampelisca sp.,Crustacean,0,0,0,0,0,0,2,0,0,,
1,11,19,2001,Goodwin's,Offshore,C1,208,Caprella penantis,Caprella penantis,Caprellid,0,93,44,37,0,113,130,158,56,,
1,11,19,2001,Goodwin's,Offshore,C1,209,Edotea triloba,Edotia triloba,Crustacean,0,0,0,0,0,2,1,3,0,,
1,11,19,2001,Goodwin's,Offshore,C1,210,Elasmopus levis,Elasmopus levis,Crustacean,0,0,0,0,0,2,2,6,0,,
1,11,19,2001,Goodwin's,Offshore,C1,214,Paracaprella tenuis,Paracaprella tenuis,Caprellid,0,0,0,0,0,2,0,0,0,,
1,11,19,2001,Goodwin's,Offshore,C1,215,Melita nitida,Melita nitida,Crustacean,0,0,0,0,0,3,0,0,0,,
1,11,19,2001,Goodwin's,Offshore,C2,6,Nereis sp,Nereis sp.,Polychaete,0,0,0,1,2,0,7,4,0,,
1,11,19,2001,Goodwin's,Offshore,C2,200,Ampithoe longimana,Ampithoe longimana,Crustacean,0,0,0,1,0,3,5,7,2,,
1,11,19,2001,Goodwin's,Offshore,C2,202,Erichsonella attenuata,Erichsonella attenuata,Crustacean,0,2,0,2,1,0,2,0,0,,
1,11,19,2001,Goodwin's,Offshore,C2,203,Gammarus mucronatus,Gammarus mucronatus,Crustacean,0,0,0,0,0,0,0,1,0,,
1,11,19,2001,Goodwin's,Offshore,C2,204,Idotea balthica,Idotea balthica,Crustacean,0,0,0,0,1,0,0,0,0,,
1,11,19,2001,Goodwin's,Offshore,C2,207,Ampelisca,Ampelisca sp.,Crustacean,0,0,0,0,0,0,1,0,0,,
1,11,19,2001,Goodwin's,Offshore,C2,208,Caprella penantis,Caprella penantis,Caprellid,0,19,11,18,31,63,24,27,8,,
1,11,19,2001,Goodwin's,Offshore,C2,209,Edotea triloba,Edotia triloba,Crustacean,0,0,1,0,0,3,2,6,0,,
1,11,19,2001,Goodwin's,Offshore,C2,210,Elasmopus levis,Elasmopus levis,Crustacean,0,0,0,0,1,3,3,5,0,,
1,11,19,2001,Goodwin's,Offshore,C2,212,Caprella equilibria,Caprella equilibra,Caprellid,0,1,0,2,7,6,8,17,12,,
1,11,19,2001,Goodwin's,Offshore,C2,213,Paracaprella tenuis,Paracaprella tenuis,Caprellid,0,1,0,0,0,0,0,1,0,,
1,11,19,2001,Goodwin's,Offshore,C3,6,Nereis sp,Nereis sp.,Polychaete,0,2,1,0,0,2,0,1,0,,
1,11,19,2001,Goodwin's,Offshore,C3,47,Callinectes sapidus,Callinectes sapidus,Crustacean,0,2,1,0,0,0,0,0,0,,
1,11,19,2001,Goodwin's,Offshore,C3,200,Ampithoe longimana,Ampithoe longimana,Crustacean,0,0,0,0,3,14,5,3,1,,
1,11,19,2001,Goodwin's,Offshore,C3,202,Erichsonella attenuata,Erichsonella attenuata,Crustacean,0,3,1,0,1,0,1,0,0,,
1,11,19,2001,Goodwin's,Offshore,C3,204,Idotea balthica,Idotea balthica,Crustacean,0,0,0,0,0,0,0,1,0,,
1,11,19,2001,Goodwin's,Offshore,C3,205,Corophium,Corophium sp.,Crustacean,0,0,0,0,0,0,0,1,0,,
1,11,19,2001,Goodwin's,Offshore,C3,207,Ampelisca,Ampelisca sp.,Crustacean,0,0,0,0,0,0,1,1,1,,
1,11,19,2001,Goodwin's,Offshore,C3,208,Caprella penantis,Caprella penantis,Caprellid,0,35,16,44,112,83,43,83,29,,
1,11,19,2001,Goodwin's,Offshore,C3,209,Edotea triloba,Edotia triloba,Crustacean,0,0,0,0,0,1,1,0,3,,
1,11,19,2001,Goodwin's,Offshore,C3,210,Elasmopus levis,Elasmopus levis,Crustacean,0,0,0,0,1,5,5,1,0,,
1,11,19,2001,Goodwin's,Offshore,C3,212,Caprella equilibria,Caprella equilibra,Caprellid,0,0,0,0,0,3,16,47,32,,
1,11,19,2001,Goodwin's,Offshore,C3,213,Paracaprella tenuis,Paracaprella tenuis,Caprellid,0,0,0,0,0,2,5,22,24,,
1,11,19,2001,Goodwin's,Offshore,C3,214,Paracaprella tenuis,Paracaprella tenuis,Caprellid,0,0,0,0,1,1,2,2,0,,
7,9,24,2001,Goodwin's,Inshore,A2,6,Nereis sp,Nereis sp.,Polychaete,0,1,0,0,1,1,1,3,0,,
7,9,24,2001,Goodwin's,Inshore,A2,50,Crepidula sp,Crepidula fornicata,Mollusc,0,0,0,1,2,19,38,26,8,,
7,9,24,2001,Goodwin's,Inshore,A2,53,Bittium,Bittiolum varium,Mollusc,0,0,0,0,0,0,4,15,1,,
7,9,24,2001,Goodwin's,Inshore,A2,200,Ampithoe longimana,Ampithoe longimana,Crustacean,0,0,0,0,0,1,1,2,0,,
7,9,24,2001,Goodwin's,Inshore,A2,201,Cymadusa compta,Cymadusa compta,Crustacean,0,0,0,0,0,1,3,0,2,,
7,9,24,2001,Goodwin's,Inshore,A2,202,Erichsonella attenuata,Erichsonella attenuata,Crustacean,0,1,2,5,3,5,2,1,2,,
7,9,24,2001,Goodwin's,Inshore,A2,205,Corophium,Corophium sp.,Crustacean,0,0,0,0,0,1,3,0,1,,
7,9,24,2001,Goodwin's,Inshore,A2,207,Ampelisca,Ampelisca sp.,Crustacean,0,0,0,0,0,0,0,4,1,,
7,9,24,2001,Goodwin's,Inshore,A2,209,Edotea triloba,Edotia triloba,Crustacean,0,0,0,0,1,1,3,1,1,,
7,9,24,2001,Goodwin's,Inshore,A2,210,Elasmopus levis,Elasmopus levis,Crustacean,0,0,0,0,1,10,12,11,6,,
7,9,24,2001,Goodwin's,Inshore,A2,213,Paracaprella tenuis,Paracaprella tenuis,Caprellid,0,0,0,0,4,5,10,6,3,,
7,9,24,2001,Goodwin's,Inshore,A2,401,Hippolyte,Hippolyte pleuracanthus,Crustacean,0,0,0,0,0,1,0,0,0,,
7,9,24,2001,Goodwin's,Inshore,A3,50,Crepidula sp,Crepidula fornicata,Mollusc,0,0,0,1,0,7,25,16,4,,
7,9,24,2001,Goodwin's,Inshore,A3,53,Bittium,Bittiolum varium,Mollusc,0,0,0,0,0,0,3,13,2,,
7,9,24,2001,Goodwin's,Inshore,A3,54,Odostomia bisuturalis,Boonea bisuturalis,Mollusc,0,0,0,0,0,0,0,1,0,,
7,9,24,2001,Goodwin's,Inshore,A3,200,Ampithoe longimana,Ampithoe longimana,Crustacean,0,0,0,0,1,1,3,2,1,,
7,9,24,2001,Goodwin's,Inshore,A3,201,Cymadusa compta,Cymadusa compta,Crustacean,0,0,0,0,1,3,0,0,0,,
7,9,24,2001,Goodwin's,Inshore,A3,202,Erichsonella attenuata,Erichsonella attenuata,Crustacean,0,0,1,0,1,0,1,0,0,,
7,9,24,2001,Goodwin's,Inshore,A3,207,Ampelisca,Ampelisca sp.,Crustacean,0,0,0,0,0,0,1,1,0,,
7,9,24,2001,Goodwin's,Inshore,A3,208,Caprella penantis,Caprella penantis,Caprellid,0,0,0,0,0,6,2,0,2,,
7,9,24,2001,Goodwin's,Inshore,A3,209,Edotea triloba,Edotia triloba,Crustacean,0,0,0,0,0,2,2,7,0,,
7,9,24,2001,Goodwin's,Inshore,A3,210,Elasmopus levis,Elasmopus levis,Crustacean,0,0,0,0,1,2,1,4,4,,
7,9,24,2001,Goodwin's,Inshore,A3,213,Paracaprella tenuis,Paracaprella tenuis,Caprellid,0,0,0,0,1,3,1,6,3,,
7,9,24,2001,Goodwin's,Inshore,A3,214,Paracaprella tenuis,Paracaprella tenuis,Caprellid,0,0,0,0,0,0,0,0,1,,
7,9,24,2001,Goodwin's,Inshore,A3,401,Hippolyte,Hippolyte pleuracanthus,Crustacean,0,0,0,0,0,1,1,1,0,,
7,9,24,2001,Goodwin's,Inshore,B2,6,Nereis sp,Nereis sp.,Polychaete,0,1,0,0,2,2,1,1,0,,
7,9,24,2001,Goodwin's,Inshore,B2,50,Crepidula sp,Crepidula fornicata,Mollusc,0,0,0,0,3,11,25,22,2,,
7,9,24,2001,Goodwin's,Inshore,B2,53,Bittium,Bittiolum varium,Mollusc,0,0,0,0,0,0,6,8,2,,
7,9,24,2001,Goodwin's,Inshore,B2,200,Ampithoe longimana,Ampithoe longimana,Crustacean,0,0,0,0,2,1,3,5,0,,
7,9,24,2001,Goodwin's,Inshore,B2,201,Cymadusa compta,Cymadusa compta,Crustacean,0,0,0,1,0,2,2,1,0,,
7,9,24,2001,Goodwin's,Inshore,B2,202,Erichsonella attenuata,Erichsonella attenuata,Crustacean,0,0,1,2,1,0,3,0,0,,
7,9,24,2001,Goodwin's,Inshore,B2,203,Gammarus mucronatus,Gammarus mucronatus,Crustacean,0,0,0,0,0,2,0,1,3,,
7,9,24,2001,Goodwin's,Inshore,B2,205,Corophium,Corophium sp.,Crustacean,0,0,0,0,0,0,0,2,0,,
7,9,24,2001,Goodwin's,Inshore,B2,207,Ampelisca,Ampelisca sp.,Crustacean,0,0,0,0,0,1,0,3,0,,
7,9,24,2001,Goodwin's,Inshore,B2,208,Caprella penantis,Caprella penantis,Caprellid,2,0,0,1,1,4,2,1,1,,
7,9,24,2001,Goodwin's,Inshore,B2,209,Edotea triloba,Edotia triloba,Crustacean,0,0,0,0,0,5,8,5,3,,
7,9,24,2001,Goodwin's,Inshore,B2,210,Elasmopus levis,Elasmopus levis,Crustacean,0,0,0,0,0,4,9,7,2,,
7,9,24,2001,Goodwin's,Inshore,B2,213,Paracaprella tenuis,Paracaprella tenuis,Caprellid,0,0,0,0,2,4,9,7,0,,
7,9,24,2001,Goodwin's,Inshore,B2,214,Paracaprella tenuis,Paracaprella tenuis,Caprellid,0,0,0,0,0,0,1,2,0,,
7,9,24,2001,Goodwin's,Inshore,B3,6,Nereis sp,Nereis sp.,Polychaete,0,0,0,0,0,7,1,0,0,,
7,9,24,2001,Goodwin's,Inshore,B3,53,Bittium,Bittiolum varium,Mollusc,0,0,0,0,0,0,9,20,0,,
7,9,24,2001,Goodwin's,Inshore,B3,200,Ampithoe longimana,Ampithoe longimana,Crustacean,0,0,0,0,0,1,0,0,0,,
7,9,24,2001,Goodwin's,Inshore,B3,201,Cymadusa compta,Cymadusa compta,Crustacean,0,0,0,0,1,5,0,1,0,,
7,9,24,2001,Goodwin's,Inshore,B3,202,Erichsonella attenuata,Erichsonella attenuata,Crustacean,0,0,3,2,1,4,0,0,0,,
7,9,24,2001,Goodwin's,Inshore,B3,205,Corophium,Corophium sp.,Crustacean,0,0,0,0,0,0,2,5,0,,
7,9,24,2001,Goodwin's,Inshore,B3,208,Caprella penantis,Caprella penantis,Caprellid,0,0,1,0,0,1,0,0,0,,
7,9,24,2001,Goodwin's,Inshore,B3,209,Edotea triloba,Edotia triloba,Crustacean,0,0,0,0,0,2,1,1,0,,
7,9,24,2001,Goodwin's,Inshore,B3,210,Elasmopus levis,Elasmopus levis,Crustacean,0,0,0,1,2,11,9,4,0,,
7,9,24,2001,Goodwin's,Inshore,B3,212,Caprella equilibria,Caprella equilibra,Caprellid,0,0,0,0,0,1,0,0,0,,
7,9,24,2001,Goodwin's,Inshore,B3,213,Paracaprella tenuis,Paracaprella tenuis,Caprellid,0,0,0,0,0,5,7,1,0,,
7,9,24,2001,Goodwin's,Inshore,B3,217,Unidentified amphipods,Amphipod sp.,Crustacean,0,0,0,0,0,0,2,9,0,,
7,9,24,2001,Goodwin's,Inshore,C1,6,Nereis sp,Nereis sp.,Polychaete,0,2,0,0,0,0,0,0,0,,
7,9,24,2001,Goodwin's,Inshore,C1,200,Ampithoe longimana,Ampithoe longimana,Crustacean,0,0,0,0,1,0,0,0,0,,
7,9,24,2001,Goodwin's,Inshore,C1,201,Cymadusa compta,Cymadusa compta,Crustacean,0,0,0,0,0,2,0,0,0,,
7,9,24,2001,Goodwin's,Inshore,C1,202,Erichsonella attenuata,Erichsonella attenuata,Crustacean,0,1,3,2,2,5,0,0,0,,
7,9,24,2001,Goodwin's,Inshore,C1,205,Corophium,Corophium sp.,Crustacean,0,0,0,0,2,1,0,0,0,,
7,9,24,2001,Goodwin's,Inshore,C1,209,Edotea triloba,Edotia triloba,Crustacean,0,0,0,0,0,1,0,0,0,,
7,9,24,2001,Goodwin's,Inshore,C1,210,Elasmopus levis,Elasmopus levis,Crustacean,0,0,0,0,4,10,0,0,0,,
7,9,24,2001,Goodwin's,Inshore,C1,216,Caprellids,Caprella sp.,Caprellid,0,1,2,0,2,0,2,0,0,,
7,9,24,2001,Goodwin's,Inshore,C2,6,Nereis sp,Nereis sp.,Polychaete,0,0,0,0,1,2,1,1,0,,
7,9,24,2001,Goodwin's,Inshore,C2,47,Callinectes sapidus,Callinectes sapidus,Crustacean,0,0,1,0,0,0,0,0,0,,
7,9,24,2001,Goodwin's,Inshore,C2,50,Crepidula sp,Crepidula fornicata,Mollusc,0,0,0,0,1,4,18,6,5,,
7,9,24,2001,Goodwin's,Inshore,C2,53,Bittium,Bittiolum varium,Mollusc,0,0,0,0,0,0,7,21,5,,
7,9,24,2001,Goodwin's,Inshore,C2,54,Odostomia bisuturalis,Boonea bisuturalis,Mollusc,0,0,0,0,0,0,0,1,1,,
7,9,24,2001,Goodwin's,Inshore,C2,57,Nassaria vibex,Nassarius vibex,Mollusc,1,0,0,0,0,0,0,0,0,,
7,9,24,2001,Goodwin's,Inshore,C2,200,Ampithoe longimana,Ampithoe longimana,Crustacean,0,0,0,0,0,0,1,0,3,,
7,9,24,2001,Goodwin's,Inshore,C2,201,Cymadusa compta,Cymadusa compta,Crustacean,0,0,0,0,0,2,1,1,0,,
7,9,24,2001,Goodwin's,Inshore,C2,202,Erichsonella attenuata,Erichsonella attenuata,Crustacean,0,1,1,2,1,6,3,3,0,,
7,9,24,2001,Goodwin's,Inshore,C2,204,Idotea balthica,Idotea balthica,Crustacean,0,0,0,1,1,0,0,0,0,,
7,9,24,2001,Goodwin's,Inshore,C2,205,Corophium,Corophium sp.,Crustacean,0,0,0,0,0,0,0,2,0,,
7,9,24,2001,Goodwin's,Inshore,C2,207,Ampelisca,Ampelisca sp.,Crustacean,0,0,0,0,2,0,2,1,2,,
7,9,24,2001,Goodwin's,Inshore,C2,208,Caprella penantis,Caprella penantis,Caprellid,0,0,0,0,2,1,1,1,5,,
7,9,24,2001,Goodwin's,Inshore,C2,209,Edotea triloba,Edotia triloba,Crustacean,0,0,0,0,0,0,0,2,4,,
7,9,24,2001,Goodwin's,Inshore,C2,210,Elasmopus levis,Elasmopus levis,Crustacean,0,0,0,0,0,0,15,22,13,,
7,9,24,2001,Goodwin's,Inshore,C2,213,Paracaprella tenuis,Paracaprella tenuis,Caprellid,0,0,0,0,0,1,10,5,4,,
7,9,24,2001,Goodwin's,Inshore,C2,214,Paracaprella tenuis,Paracaprella tenuis,Caprellid,0,0,0,0,0,0,0,0,1,,
7,9,24,2001,Goodwin's,Inshore,C3,6,Nereis sp,Nereis sp.,Polychaete,0,0,0,0,0,2,1,0,0,,
7,9,24,2001,Goodwin's,Inshore,C3,50,Crepidula sp,Crepidula fornicata,Mollusc,0,0,0,0,2,10,24,14,2,,
7,9,24,2001,Goodwin's,Inshore,C3,53,Bittium,Bittiolum varium,Mollusc,0,0,0,0,0,1,5,14,5,,
7,9,24,2001,Goodwin's,Inshore,C3,200,Ampithoe longimana,Ampithoe longimana,Crustacean,0,0,0,0,2,3,0,0,1,,
7,9,24,2001,Goodwin's,Inshore,C3,201,Cymadusa compta,Cymadusa compta,Crustacean,0,0,0,0,0,0,0,2,0,,
7,9,24,2001,Goodwin's,Inshore,C3,202,Erichsonella attenuata,Erichsonella attenuata,Crustacean,0,0,3,4,3,6,1,0,0,,
7,9,24,2001,Goodwin's,Inshore,C3,203,Gammarus mucronatus,Gammarus mucronatus,Crustacean,0,0,0,0,0,1,1,0,1,,
7,9,24,2001,Goodwin's,Inshore,C3,205,Corophium,Corophium sp.,Crustacean,0,0,0,0,0,0,1,0,0,,
7,9,24,2001,Goodwin's,Inshore,C3,207,Ampelisca,Ampelisca sp.,Crustacean,0,0,0,0,0,0,0,0,2,,
7,9,24,2001,Goodwin's,Inshore,C3,208,Caprella penantis,Caprella penantis,Caprellid,0,0,0,0,0,0,0,2,0,,
7,9,24,2001,Goodwin's,Inshore,C3,209,Edotea triloba,Edotia triloba,Crustacean,0,0,0,0,0,4,5,3,2,,
7,9,24,2001,Goodwin's,Inshore,C3,210,Elasmopus levis,Elasmopus levis,Crustacean,0,0,0,0,0,2,14,18,5,,
7,9,24,2001,Goodwin's,Inshore,C3,213,Paracaprella tenuis,Paracaprella tenuis,Caprellid,0,0,0,1,0,2,8,6,0,,
7,9,24,2001,Goodwin's,Inshore,C3,214,Paracaprella tenuis,Paracaprella tenuis,Caprellid,0,0,0,0,0,0,1,4,0,,
8,9,24,2001,Goodwin's,Offshore,A1,6,Nereis sp,Nereis sp.,Polychaete,0,0,0,0,1,0,2,1,0,,
8,9,24,2001,Goodwin's,Offshore,A1,53,Bittium,Bittiolum varium,Mollusc,0,0,0,0,3,14,92,49,17,,
8,9,24,2001,Goodwin's,Offshore,A1,54,Odostomia bisuturalis,Boonea bisuturalis,Mollusc,0,0,0,0,0,0,0,1,0,,
8,9,24,2001,Goodwin's,Offshore,A1,200,Ampithoe longimana,Ampithoe longimana,Crustacean,0,0,0,0,4,6,2,2,5,,
8,9,24,2001,Goodwin's,Offshore,A1,201,Cymadusa compta,Cymadusa compta,Crustacean,0,0,0,0,0,0,0,1,1,,
8,9,24,2001,Goodwin's,Offshore,A1,202,Erichsonella attenuata,Erichsonella attenuata,Crustacean,0,0,0,1,5,2,1,3,0,,
8,9,24,2001,Goodwin's,Offshore,A1,204,Idotea balthica,Idotea balthica,Crustacean,0,0,0,1,0,0,0,0,0,,
8,9,24,2001,Goodwin's,Offshore,A1,205,Corophium,Corophium sp.,Crustacean,0,0,0,0,0,0,0,2,1,,
8,9,24,2001,Goodwin's,Offshore,A1,207,Ampelisca,Ampelisca sp.,Crustacean,0,0,0,0,0,0,0,1,0,,
8,9,24,2001,Goodwin's,Offshore,A1,209,Edotea triloba,Edotia triloba,Crustacean,0,0,0,0,0,2,6,11,2,,
8,9,24,2001,Goodwin's,Offshore,A1,210,Elasmopus levis,Elasmopus levis,Crustacean,0,0,0,0,1,3,9,10,3,,
